registration,manufacturerSerial,lineNumber,family,familyCode,model,status,deliveryDateText,sourceUrl
N971AT,55032,5097,Boeing 717,b717,717-2BD,Active,08/04/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N974AT,55034,5101,Boeing 717,b717,717-2BD,Active,05/03/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N977AT,55036,5106,Boeing 717,b717,717-2BD,Active,07/11/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N978AT,55037,5108,Boeing 717,b717,717-2BD,Active,07/11/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N979AT,55038,5109,Boeing 717,b717,717-2BD,Active,15/11/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N980AT,55039,5111,Boeing 717,b717,717-2BD,Active,19/07/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N981AT,55040,5113,Boeing 717,b717,717-2BD,Active,08/12/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N982AT,55041,5114,Boeing 717,b717,717-2BD,Active,27/07/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717.htm
N983AT,55052,5150,Boeing 717,b717,717-2BD,Active,21/04/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N985AT,55090,5068,Boeing 717,b717,717-231,Active,20/01/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N986AT,55089,5067,Boeing 717,b717,717-231,Active,19/12/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N988AT,55068,5065,Boeing 717,b717,717-23S,Active,22/02/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N989AT,55152,5085,Boeing 717,b717,717-23S,Active,14/11/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-70.htm
N990AT,55134,5088,Boeing 717,b717,717-23S,Active,25/10/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N991AT,55135,5090,Boeing 717,b717,717-23S,Active,23/12/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-35.htm
N992AT,55136,5100,Boeing 717,b717,717-2BD,Active,06/01/2016,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-70.htm
N993AT,55137,5103,Boeing 717,b717,717-2BD,Active,27/02/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-70.htm
N994AT,55138,5104,Boeing 717,b717,717-2BD,Active,29/11/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-70.htm
N995AT,55139,5105,Boeing 717,b717,717-2BD,Active,30/12/2013,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-70.htm
N996AT,55140,5107,Boeing 717,b717,717-2BD,Active,07/08/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-70.htm
N997AT,55141,5110,Boeing 717,b717,717-2BD,Active,12/06/2015,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-70.htm
N998AT,55142,5112,Boeing 717,b717,717-2BD,Active,27/02/2014,https://www.airfleets.net/flottecie/Delta%20Air%20Lines-active-b717-70.htm
